date,year,month,day,etc_etId,etc_est,etr_agrimet,etr_etId,etr_est,etr_ce,etc_agrimet
3/10/07,2007,3,10,1.41,1.062069893,2.29,2.36,2.42,3.55,2.29
3/11/07,2007,3,11,1.07,1.459727526,3.05,3.01,3.09,3.37,2.54
3/12/07,2007,3,12,0.94,1.775572181,4.32,4.1,4.21,5.01,3.05
3/13/07,2007,3,13,0.67,1.337179184,3.56,3.57,3.66,4.97,3.05
3/14/07,2007,3,14,0.75,1.62539053,4.83,4.79,4.85,6.05,3.81
3/15/07,2007,3,15,0.78,1.594072938,5.59,5.55,5.49,5.00,4.57
3/16/07,2007,3,16,0.54,1.255177498,4.83,4.86,4.93,4.94,3.81
3/17/07,2007,3,17,0.59,1.221574545,5.08,5.28,5.21,4.63,3.81
3/18/07,2007,3,18,0.85,1.0533216,4.83,4.71,4.77,6.47,3.81
3/19/07,2007,3,19,0.93,1.051684976,4.83,4.87,4.94,5.39,4.06
3/20/07,2007,3,20,0.81,0.868687928,4.06,4.14,4.16,6.87,2.79
3/21/07,2007,3,21,0.74,0.788401783,3.81,3.81,3.80,5.43,4.32
3/22/07,2007,3,22,0.68,0.772435069,3.81,3.75,3.78,3.29,3.56
3/23/07,2007,3,23,0.78,0.881255269,4.32,4.29,4.35,3.51,3.56
3/24/07,2007,3,24,0.73,0.902416885,4.32,4.46,4.42,4.81,3.56
3/25/07,2007,3,25,1.12,1.303083062,6.35,6.27,6.31,5.80,4.06
3/26/07,2007,3,26,1.5,1.482391477,7.11,6.94,6.99,6.45,5.33
3/27/07,2007,3,27,0.76,0.931450307,4.06,3.8,3.85,6.04,3.56
3/28/07,2007,3,28,1.03,1.147048831,4.57,4.54,4.55,5.02,4.06
3/29/07,2007,3,29,0.82,1.076584935,3.81,3.98,3.94,4.67,3.81
3/30/07,2007,3,30,0.94,1.266082406,4.83,4.71,4.73,5.39,3.56
3/31/07,2007,3,31,1.09,1.481822133,5.59,5.56,5.60,5.87,4.06
4/1/07,2007,4,1,0.56,0.791626096,3.05,2.96,2.98,4.09,2.29
4/2/07,2007,4,2,1.12,0.778329253,2.79,2.87,2.89,4.04,3.56
4/3/07,2007,4,3,1.4,1.423818588,4.06,3.94,3.97,3.89,3.81
4/4/07,2007,4,4,1.51,1.785317421,5.33,5.22,5.25,4.59,3.81
4/5/07,2007,4,5,1.15,1.64235425,5.08,5.04,5.05,4.38,4.32
4/6/07,2007,4,6,1.11,1.801894903,5.59,5.65,5.67,5.56,4.83
4/7/07,2007,4,7,1.81,2.243376493,7.11,7.02,7.07,5.35,5.59
4/8/07,2007,4,8,0.78,1.295508862,3.56,3.45,3.49,3.70,3.81
4/9/07,2007,4,9,0.89,1.146412611,3.05,3.02,3.04,3.96,3.05
4/10/07,2007,4,10,1.41,2.046267748,4.83,4.83,4.84,4.18,5.59
4/11/07,2007,4,11,0.91,1.538704753,3.81,3.73,3.74,4.12,3.81
4/12/07,2007,4,12,3.95,3.970108747,4.06,3.95,3.97,4.48,3.56
4/13/07,2007,4,13,4.92,4.907615662,4.83,4.92,4.91,4.37,4.57
4/14/07,2007,4,14,6.94,6.957484245,6.86,6.94,6.96,6.53,5.08
4/15/07,2007,4,15,3.25,3.985682964,4.57,4.54,4.57,5.19,4.32
4/16/07,2007,4,16,3.02,4.05477953,5.33,5.28,5.28,5.39,5.08
4/17/07,2007,4,17,2.54,3.740206957,5.59,5.49,5.52,7.18,4.57
4/18/07,2007,4,18,0.94,0.687595606,1.02,1.07,1.12,5.24,1.52
4/19/07,2007,4,19,3.48,2.958810091,4.06,4.16,4.17,3.49,4.83
4/20/07,2007,4,20,2.36,2.301348925,3.56,3.49,3.52,3.64,3.56
4/21/07,2007,4,21,2.5,2.652558088,4.32,4.24,4.28,4.11,3.81
4/22/07,2007,4,22,1.87,1.108539104,1.78,1.87,1.89,3.90,1.52
4/23/07,2007,4,23,3.25,2.238826513,3.30,3.25,3.28,4.00,3.05
4/24/07,2007,4,24,5.33,3.954380751,5.33,5.33,5.38,5.79,4.83
4/25/07,2007,4,25,4.05,3.532205105,5.08,5.17,5.22,5.96,4.57
4/26/07,2007,4,26,3.94,3.867986202,6.10,6.02,6.05,6.35,6.10
4/27/07,2007,4,27,3.39,3.770561695,6.10,6.14,6.16,6.05,5.59
4/28/07,2007,4,28,3.32,3.941564083,6.60,6.6,6.67,8.28,5.59
4/29/07,2007,4,29,3.23,3.943333864,6.60,6.72,6.80,9.59,5.84
4/30/07,2007,4,30,3.36,4.011298656,6.86,6.91,6.97,7.77,6.60
5/1/07,2007,5,1,3.62,4.360035896,7.37,7.41,7.48,8.56,6.60
5/2/07,2007,5,2,4.49,3.576842546,6.10,6.1,6.14,5.35,6.10
5/3/07,2007,5,3,3.54,2.924361229,4.32,4.44,4.46,3.65,6.10
5/4/07,2007,5,4,3.24,3.184789658,4.57,4.52,4.54,4.64,5.33
5/5/07,2007,5,5,4.19,4.320405006,6.35,6.35,6.34,5.62,6.86
5/6/07,2007,5,6,4.33,4.708660126,7.11,7.14,7.13,6.00,6.86
5/7/07,2007,5,7,4.18,4.726095676,7.11,7.21,7.22,6.26,6.35
5/8/07,2007,5,8,3.98,4.664154053,6.86,6.93,6.95,6.09,6.10
5/9/07,2007,5,9,4.5,5.477981091,7.62,7.74,7.82,8.29,6.86
5/10/07,2007,5,10,6.83,6.918407917,6.86,6.84,6.92,8.64,6.60
5/11/07,2007,5,11,7.74,7.797753334,7.87,7.74,7.80,8.59,7.62
5/12/07,2007,5,12,7.58,8.029257774,7.87,7.95,8.03,10.96,7.62
5/13/07,2007,5,13,7.98,9.409907341,9.40,9.37,9.41,9.85,9.40
5/14/07,2007,5,14,5.91,7.219130993,7.11,7.28,7.31,6.51,7.62
5/15/07,2007,5,15,7.15,8.512686729,8.64,8.65,8.71,9.30,8.13
5/16/07,2007,5,16,7.91,9.142038345,9.14,9.34,9.39,11.26,8.13
5/17/07,2007,5,17,6.76,7.659501553,7.87,7.77,7.86,9.76,7.11
5/18/07,2007,5,18,7.7,8.509778023,8.64,8.58,8.67,10.15,8.13
5/19/07,2007,5,19,7.47,8.077712059,8.13,8.08,8.17,11.34,7.87
5/20/07,2007,5,20,5.71,6.057648659,6.10,6.03,6.09,7.85,6.35
5/21/07,2007,5,21,5.35,5.640693665,5.59,5.61,5.64,5.05,6.86
5/22/07,2007,5,22,4.68,4.920752048,4.83,4.88,4.90,4.79,5.59
5/23/07,2007,5,23,5.17,5.437561512,5.33,5.37,5.40,5.59,6.10
5/24/07,2007,5,24,5.83,6.132390976,6.10,6.02,6.07,4.68,5.59
5/25/07,2007,5,25,7.39,7.760196209,7.62,7.57,7.64,8.42,7.11
5/26/07,2007,5,26,7.17,7.529066086,7.37,7.29,7.37,6.11,6.86
5/27/07,2007,5,27,7.42,7.75242281,7.37,7.47,7.54,11.23,6.60
5/28/07,2007,5,28,8.76,9.072255135,8.64,8.77,8.77,8.00,9.65
5/29/07,2007,5,29,6.86,6.977802753,6.60,6.51,6.54,6.61,7.37
5/30/07,2007,5,30,8.16,8.233991623,7.62,7.69,7.68,7.63,7.87
5/31/07,2007,5,31,8.92,9.03374958,8.13,8.34,8.37,9.65,8.13
6/1/07,2007,6,1,8.9,9.144672394,8.38,8.42,8.47,7.44,8.13
6/2/07,2007,6,2,9.22,9.615507126,8.89,8.81,8.90,7.93,8.64
6/3/07,2007,6,3,10.91,11.45820808,10.41,10.5,10.61,7.67,9.65
6/4/07,2007,6,4,8.73,9.219677925,8.64,8.44,8.54,8.91,8.13
6/5/07,2007,6,5,6.36,6.612782955,6.10,6.08,6.12,5.99,6.35
6/6/07,2007,6,6,3.37,3.440673113,3.05,3.17,3.19,1.31,4.83
6/7/07,2007,6,7,4.69,4.838655949,4.57,4.44,4.48,2.94,5.59
6/8/07,2007,6,8,5.42,5.652643681,5.08,5.16,5.23,4.61,5.59
6/9/07,2007,6,9,7.08,7.430474758,6.86,6.78,6.88,7.28,6.60
6/10/07,2007,6,10,5.94,6.213696957,5.84,5.71,5.75,4.61,5.33
6/11/07,2007,6,11,6.27,6.626955509,6.10,6.05,6.14,5.69,6.60
6/12/07,2007,6,12,7.7,8.101027489,7.37,7.44,7.50,7.80,7.87
6/13/07,2007,6,13,7.64,8.106660843,7.37,7.4,7.51,8.43,7.37
6/14/07,2007,6,14,8.65,9.14816761,8.38,8.38,8.47,8.79,8.38
6/15/07,2007,6,15,7.98,8.47426033,7.62,7.74,7.85,8.21,8.13
6/16/07,2007,6,16,9.19,9.771206856,8.89,8.92,9.05,11.02,8.89
6/17/07,2007,6,17,9.19,9.66207695,8.89,8.93,8.95,9.27,10.16
6/18/07,2007,6,18,8.11,8.176035881,7.37,7.51,7.57,8.09,8.38
6/19/07,2007,6,19,9.94,10.06071377,9.14,9.21,9.32,9.02,9.14
6/20/07,2007,6,20,9.63,9.827685356,8.89,8.98,9.10,11.68,8.64
6/21/07,2007,6,21,9.55,9.909121513,9.14,9.08,9.18,9.37,9.40
6/22/07,2007,6,22,9.6,10.08051014,9.14,9.22,9.33,9.74,9.65
6/23/07,2007,6,23,9.63,10.15890217,9.40,9.3,9.41,12.46,9.65
6/24/07,2007,6,24,9.81,10.28260994,9.40,9.5,9.52,11.92,9.91
6/25/07,2007,6,25,9.85,10.31507206,9.40,9.55,9.55,10.41,10.41
6/26/07,2007,6,26,10.09,10.61950302,9.65,9.79,9.83,10.39,10.16
6/27/07,2007,6,27,8.61,9.133849144,8.38,8.36,8.46,12.97,8.64
6/28/07,2007,6,28,10.3,10.90787983,9.91,10,10.10,11.43,9.65
6/29/07,2007,6,29,9.67,10.27959538,9.40,9.39,9.52,14.50,9.40
6/30/07,2007,6,30,9.66,10.26586533,9.40,9.43,9.51,11.01,9.91
7/1/07,2007,7,1,8.75,9.37118721,8.64,8.59,8.70,9.06,9.40
7/2/07,2007,7,2,8.98,9.60116291,8.64,8.86,8.96,11.09,8.89
7/3/07,2007,7,3,9.68,9.94808197,9.14,9.16,9.21,10.11,9.40
7/4/07,2007,7,4,9.78,10.13663387,9.14,9.35,9.39,10.24,9.65
7/5/07,2007,7,5,9.68,10.09116936,9.40,9.46,9.47,8.01,9.91
7/6/07,2007,7,6,10.81,11.58224869,11.43,10.9,11.03,10.64,10.41
7/7/07,2007,7,7,8.61,9.416031837,9.14,9,9.11,12.97,9.14
7/8/07,2007,7,8,9.15,10.10109234,9.91,9.82,9.93,12.64,10.16
7/9/07,2007,7,9,9.3,10.44196796,10.41,10.3,10.44,11.60,10.16
7/10/07,2007,7,10,7.79,8.959247589,9.14,9.06,9.19,10.19,9.65
7/11/07,2007,7,11,6.49,7.966910839,8.13,8.19,8.32,11.89,8.64
7/12/07,2007,7,12,6.88,9.141956329,9.65,9.62,9.76,8.06,9.14
7/13/07,2007,7,13,6.23,8.878380775,9.91,9.78,9.92,10.42,9.65
7/14/07,2007,7,14,5.32,7.831885338,9.40,9.43,9.55,12.00,9.65
7/15/07,2007,7,15,3.51,5.273293972,7.11,7.06,7.16,10.68,7.62
7/16/07,2007,7,16,3.34,5.290486336,8.13,7.87,7.96,9.98,8.13
7/17/07,2007,7,17,3.52,3.783533335,6.60,6.32,6.38,8.92,6.60
7/18/07,2007,7,18,4.99,6.527183533,10.92,10.9,11.02,12.91,10.67
7/19/07,2007,7,19,3.05,4.155939579,8.89,8.78,8.88,10.94,9.14
7/20/07,2007,7,20,2.42,3.488932848,8.38,8.32,8.43,10.82,8.64
7/21/07,2007,7,21,2.16,3.336876631,8.64,8.66,8.77,11.89,8.89
7/22/07,2007,7,22,1.59,2.709797621,7.62,7.63,7.76,9.48,8.13
7/23/07,2007,7,23,1.37,2.580075026,8.13,8.09,8.21,10.78,8.13
7/24/07,2007,7,24,0.53,0.998755574,3.56,3.54,3.59,5.61,3.81
7/25/07,2007,7,25,0.77,1.494683504,5.84,5.88,6.00,5.53,6.35
7/26/07,2007,7,26,0.78,1.33795774,6.10,5.99,6.12,5.63,6.35
7/27/07,2007,7,27,0.97,1.825399756,9.40,9.22,9.30,7.30,9.14
7/28/07,2007,7,28,0.69,1.319226146,8.38,8.3,8.42,8.53,8.38
7/29/07,2007,7,29,0.55,1.29235208,8.38,8.28,8.40,10.64,8.38
7/30/07,2007,7,30,0.38,1.122089624,7.37,7.39,7.48,9.26,7.37
7/31/07,2007,7,31,0.44,1.326749563,8.89,8.74,8.84,7.38,8.64
8/1/07,2007,8,1,0.47,1.440776587,9.65,9.41,9.52,7.71,9.40
8/2/07,2007,8,2,0.39,0.592563093,4.06,3.9,3.95,5.31,4.06
8/3/07,2007,8,3,0.3,1.076473832,7.11,7.06,7.18,6.58,7.37
8/4/07,2007,8,4,0.27,1.056726098,6.86,6.94,7.04,10.46,7.11
8/5/07,2007,8,5,0.25,1.081762075,7.11,7.14,7.21,7.22,7.37
8/6/07,2007,8,6,0.27,1.297311187,8.64,8.6,8.65,9.79,8.64
8/7/07,2007,8,7,0.22,1.202498913,7.87,7.95,8.02,10.17,7.87
8/8/07,2007,8,8,0.21,1.230212688,8.13,8.14,8.20,9.52,8.13
8/9/07,2007,8,9,0.18,1.222231746,8.13,8.12,8.15,10.37,7.87
8/10/07,2007,8,10,0.19,1.397572041,9.40,9.24,9.32,12.02,8.89
8/11/07,2007,8,11,0.16,1.358247638,9.14,9,9.05,11.07,8.89
8/12/07,2007,8,12,0.14,1.387733698,9.14,9.22,9.25,12.38,8.64
8/13/07,2007,8,13,0.11,1.228700995,8.13,8.12,8.19,11.40,8.13
8/14/07,2007,8,14,0.11,1.313863635,8.89,8.68,8.76,9.81,8.38
8/15/07,2007,8,15,0.1,1.331923485,8.89,8.8,8.88,9.45,8.13
8/16/07,2007,8,16,0.09,1.364467978,9.14,8.99,9.10,11.68,7.87
8/17/07,2007,8,17,0.06,1.107929945,7.37,7.26,7.39,10.13,7.37
8/18/07,2007,8,18,0.05,1.013942003,6.86,6.67,6.76,9.98,6.86
8/19/07,2007,8,19,0.05,1.142040253,7.37,7.57,7.61,10.86,7.37
8/20/07,2007,8,20,0.04,0.955233634,6.35,6.28,6.37,7.29,6.60
8/21/07,2007,8,21,0.04,1.025950313,6.86,6.76,6.84,6.36,6.86
8/22/07,2007,8,22,0.03,0.867771268,5.84,5.73,5.79,5.89,5.59
8/23/07,2007,8,23,0.04,1.199406147,7.87,7.99,8.00,7.32,7.87
8/24/07,2007,8,24,0.03,1.079278231,7.11,7.15,7.20,6.32,6.86
8/25/07,2007,8,25,0.03,1.223571777,8.13,8.1,8.16,8.74,7.37
8/26/07,2007,8,26,0.03,1.304918766,8.64,8.68,8.70,11.16,7.87
8/27/07,2007,8,27,0.02,1.089533567,7.37,7.24,7.26,8.00,7.11
8/28/07,2007,8,28,0.02,1.038557649,6.86,6.93,6.92,7.68,6.86
8/29/07,2007,8,29,0.02,1.064331889,7.11,7.09,7.10,5.81,6.86
8/30/07,2007,8,30,0.02,1.038048148,6.86,6.83,6.92,9.95,5.84
8/31/07,2007,8,31,0.01,1.049469948,7.11,6.93,7.00,6.80,6.60
9/1/07,2007,9,1,0.01,0.956424892,6.35,6.33,6.38,7.29,6.35
9/2/07,2007,9,2,0.01,0.984684944,6.60,6.46,6.56,10.06,6.35
9/3/07,2007,9,3,0.01,1.095883369,7.37,7.28,7.31,10.04,6.86
9/4/07,2007,9,4,0.01,0.889624953,5.84,5.88,5.93,8.21,5.08
9/5/07,2007,9,5,1.13,0.993297935,3.81,3.75,3.81,4.51,4.57
9/6/07,2007,9,6,1.11,1.328127146,6.35,6.37,6.39,5.51,6.60
9/7/07,2007,9,7,0.31,0.969726801,6.10,5.99,6.00,7.59,5.84
9/8/07,2007,9,8,0.14,0.921763539,6.10,5.99,6.03,7.68,5.84
9/9/07,2007,9,9,0.08,0.826216638,5.59,5.44,5.48,7.76,5.59
9/10/07,2007,9,10,0.09,1.029920459,6.86,6.91,6.86,6.67,6.35
9/11/07,2007,9,11,0.07,0.92230165,6.10,6.22,6.15,6.40,5.59
9/12/07,2007,9,12,0.07,1.041196585,6.86,6.99,6.94,9.49,5.84
9/13/07,2007,9,13,0.07,1.286154747,8.64,8.51,8.57,9.68,7.11
9/14/07,2007,9,14,0.05,1.073852658,7.37,7.08,7.16,9.25,6.10
9/15/07,2007,9,15,0.17,0.973860323,6.10,6.03,6.09,7.73,5.84
9/16/07,2007,9,16,0.08,0.958093166,6.35,6.24,6.29,9.43,5.84
9/17/07,2007,9,17,0.05,0.847973108,5.59,5.59,5.63,6.66,6.10
9/18/07,2007,9,18,0.02,0.531095386,3.56,3.51,3.54,3.15,3.56
9/19/07,2007,9,19,0.03,0.684692442,4.57,4.52,4.56,4.89,4.32
9/20/07,2007,9,20,0.02,0.633502185,4.32,4.15,4.22,6.06,4.06
9/21/07,2007,9,21,0.03,0.768555939,5.08,5.12,5.12,5.50,4.57
9/22/07,2007,9,22,0.03,0.848229647,5.84,5.6,5.65,4.82,4.32
9/23/07,2007,9,23,0.02,0.60830307,4.06,4.03,4.06,1.64,4.32
9/24/07,2007,9,24,0.56,0.810844362,3.56,3.57,3.60,2.74,3.81
9/25/07,2007,9,25,0.35,0.717097223,3.81,3.78,3.75,3.50,3.81
9/26/07,2007,9,26,0.28,0.89597708,5.33,5.24,5.21,5.66,4.57
9/27/07,2007,9,27,0.16,0.947166204,6.10,6.07,6.01,6.26,4.83
9/28/07,2007,9,28,0.23,0.688032985,4.32,4.5,4.53,7.29,3.05
9/29/07,2007,9,29,0.93,0.565835893,3.30,3.21,3.22,1.37,4.06
9/30/07,2007,9,30,0.93,1.16607213,4.32,4.27,4.22,5.71,4.06
10/1/07,2007,10,1,0.32,0.497404575,2.29,2.36,2.37,4.95,2.03
10/2/07,2007,10,2,0.4,0.69459492,3.30,3.21,3.27,3.79,2.79
10/3/07,2007,10,3,0.3,0.719993949,3.30,3.34,3.40,5.90,2.79
10/4/07,2007,10,4,1.01,0.652827799,3.30,3.18,3.24,3.50,3.05
10/5/07,2007,10,5,0.44,0.22788085,0.76,0.67,0.75,1.00,1.02
10/6/07,2007,10,6,2.59,1.760221124,3.81,3.69,3.73,2.99,4.06
10/7/07,2007,10,7,2.45,1.560925603,3.56,3.5,3.57,3.13,3.30
10/8/07,2007,10,8,2.73,1.4949857,3.81,3.9,3.87,5.28,3.05
10/9/07,2007,10,9,5.28,2.5611763,7.87,7.53,7.53,7.96,6.10
10/10/07,2007,10,10,1.26,1.47085464,5.59,5.42,5.48,8.09,4.32
10/11/07,2007,10,11,0.28,0.772845209,3.05,3.1,3.14,3.75,3.30
10/12/07,2007,10,12,0.15,0.587468505,2.54,2.5,2.55,4.54,2.29
10/13/07,2007,10,13,0.13,0.65742892,3.05,2.9,2.98,2.95,2.54
10/14/07,2007,10,14,0.1,0.598648369,2.79,2.85,2.85,2.50,2.54
10/15/07,2007,10,15,0.11,0.8425017,4.32,4.12,4.18,4.33,3.30
10/16/07,2007,10,16,0.62,0.459448278,2.29,2.35,2.41,2.81,2.03
10/17/07,2007,10,17,0.47,0.62631768,2.03,2.06,2.11,2.07,2.54
10/18/07,2007,10,18,0.23,0.376887351,1.27,1.26,1.30,1.71,1.52
10/19/07,2007,10,19,1.18,0.606918514,2.03,1.84,2.08,0.89,1.02
10/20/07,2007,10,20,1,0.616608799,1.52,1.43,1.49,1.07,1.78
10/21/07,2007,10,21,1.47,1.196224928,2.03,2.09,2.15,2.24,2.29
10/22/07,2007,10,22,1.75,1.294350743,2.54,2.49,2.52,3.33,2.29
10/23/07,2007,10,23,2.24,1.495274663,3.30,3.2,3.20,3.70,2.54
10/24/07,2007,10,24,2.63,1.545303583,3.81,3.75,3.71,4.41,2.79
10/25/07,2007,10,25,0.73,0.73593837,2.03,1.88,2.01,3.31,2.03
10/26/07,2007,10,26,0.6,0.783881783,2.29,2.16,2.27,1.92,2.29
10/27/07,2007,10,27,0.4,0.76621747,2.29,2.24,2.37,2.37,2.29
10/28/07,2007,10,28,0.27,0.756930411,2.54,2.34,2.50,3.27,2.03
10/29/07,2007,10,29,0.61,0.564673483,2.03,1.86,1.99,3.15,1.27
10/30/07,2007,10,30,0.67,0.421421975,1.27,1.1,1.16,0.79,0.76
10/31/07,2007,10,31,1.05,0.917436123,2.03,1.94,1.99,2.10,2.03
11/1/07,2007,11,1,0.75,1.020214915,2.29,2.2,2.32,3.48,2.29
11/2/07,2007,11,2,0.49,0.801755786,2.03,1.92,1.97,2.99,1.78
11/3/07,2007,11,3,0.37,0.739223838,2.03,1.85,1.94,3.22,1.52
11/4/07,2007,11,4,0.46,0.898444474,2.54,2.44,2.50,3.68,1.78
11/5/07,2007,11,5,0.3,0.749432802,2.29,2.19,2.25,3.40,1.78
11/6/07,2007,11,6,0.26,0.747491121,2.29,2.34,2.39,2.52,2.03
11/7/07,2007,11,7,0.22,0.751877725,2.54,2.51,2.57,3.00,2.03
11/8/07,2007,11,8,0.22,0.755085409,2.79,2.67,2.75,3.12,2.03
11/9/07,2007,11,9,0.15,0.497795552,2.03,1.82,1.93,3.65,1.02
11/10/07,2007,11,10,0.18,0.605866015,2.29,2.28,2.45,4.23,1.52
11/11/07,2007,11,11,0.11,0.128228337,0.51,0.48,0.55,1.92,0.76
11/12/07,2007,11,12,0.28,0.433941692,1.27,1.15,1.31,2.03,1.27
11/13/07,2007,11,13,1.05,1.048756599,3.30,3.12,3.19,3.45,2.29
11/14/07,2007,11,14,0.37,0.748740733,2.03,2.08,2.14,2.84,2.03
11/15/07,2007,11,15,0.41,0.944454551,2.79,2.72,2.88,3.68,2.03
11/16/07,2007,11,16,0.15,0.453771651,1.52,1.28,1.50,2.21,0.76
11/17/07,2007,11,17,0.2,0.453294724,1.52,1.43,1.56,2.22,0.51
11/18/07,2007,11,18,0.21,0.544300377,1.78,1.67,1.88,2.39,1.02
11/19/07,2007,11,19,0.96,1.306435943,5.08,4.55,4.72,4.70,3.56
11/20/07,2007,11,20,0.05,0.161753163,0.51,0.55,0.59,2.31,1.02
11/21/07,2007,11,21,0.05,0.182961851,0.51,0.56,0.68,1.12,1.02
11/22/07,2007,11,22,0.13,0.40142113,1.52,1.43,1.52,0.67,1.27
11/23/07,2007,11,23,0.11,0.336047411,1.27,1.17,1.27,0.84,1.02
11/24/07,2007,11,24,0.1,0.305569381,1.02,1.07,1.18,0.86,0.76
11/25/07,2007,11,25,0.09,0.287780553,1.02,1.02,1.14,0.81,0.51
11/26/07,2007,11,26,0.11,0.369562268,1.52,1.33,1.50,0.65,0.76
11/27/07,2007,11,27,0.31,0.483552903,2.03,1.87,2.03,0.58,1.27
11/28/07,2007,11,28,0.27,0.418418139,1.27,1.2,1.32,0.32,1.02
11/29/07,2007,11,29,0.32,0.476395071,1.52,1.4,1.55,0.46,1.02
11/30/07,2007,11,30,0.14,0.289706677,1.02,0.84,0.95,0.70,0.76
12/1/07,2007,12,1,0.11,0.285226434,1.02,0.84,0.96,0.84,0.76
12/2/07,2007,12,2,0.38,0.844025016,2.79,2.76,2.91,1.16,1.52
12/3/07,2007,12,3,0.28,0.654282629,2.29,2.33,2.43,1.48,0.76
12/4/07,2007,12,4,0.24,0.35120219,1.27,1.25,1.38,2.09,0.25
12/5/07,2007,12,5,0.18,0.324628621,1.02,0.98,1.14,1.57,0.76
12/6/07,2007,12,6,0.23,0.252976954,0.76,0.77,0.88,1.27,0.76
12/7/07,2007,12,7,0.07,0.145179898,0.51,0.3,0.44,1.27,0.51
12/8/07,2007,12,8,0.11,0.139294505,0.25,0.29,0.37,0.67,0.51
12/9/07,2007,12,9,0.17,0.243327871,0.51,0.42,0.54,0.69,0.76
12/10/07,2007,12,10,0.11,0.161113098,0.25,0.29,0.36,0.76,0.25
12/11/07,2007,12,11,0.08,0.176749557,0.25,0.21,0.35,0.61,0.51
12/12/07,2007,12,12,0.17,0.25856182,0.51,0.42,0.52,0.74,0.51
12/13/07,2007,12,13,0.1,0.169827774,0.25,0.26,0.35,0.86,0.25
12/14/07,2007,12,14,0.1,0.198542222,0.25,0.24,0.41,0.71,0.25
12/15/07,2007,12,15,0.14,0.200431377,0.25,0.35,0.42,0.69,0.00
12/16/07,2007,12,16,0.23,0.410735458,0.76,0.68,0.88,1.03,0.25
12/17/07,2007,12,17,0.19,0.420307457,0.76,0.76,0.93,0.99,0.25
12/18/07,2007,12,18,0.21,0.400386691,0.76,0.76,0.91,1.18,0.25
12/19/07,2007,12,19,0.42,0.380160868,0.76,0.68,0.84,1.14,0.25
12/20/07,2007,12,20,0.89,0.875018597,1.52,1.45,1.51,1.15,1.02
12/21/07,2007,12,21,0.74,0.879185438,1.27,1.21,1.32,1.01,1.27
12/22/07,2007,12,22,0.46,0.540870547,0.76,0.76,0.85,0.66,0.76
12/23/07,2007,12,23,0.14,0.245046467,0.25,0.23,0.38,0.64,0.25
12/24/07,2007,12,24,1.03,1.115822792,1.78,1.68,1.75,0.89,1.02
12/25/07,2007,12,25,0.33,0.634304404,0.76,0.8,0.93,0.75,0.76
12/26/07,2007,12,26,0.09,0.223010719,0.25,0.23,0.33,0.89,0.51
12/27/07,2007,12,27,0.27,0.481571198,0.76,0.65,0.73,0.85,0.76
12/28/07,2007,12,28,0.14,0.278086096,0.25,0.34,0.43,0.53,0.25
12/29/07,2007,12,29,0.32,0.610106587,0.76,0.78,0.88,1.22,0.25
12/30/07,2007,12,30,0.28,0.534176528,0.76,0.7,0.79,1.24,0.51
12/31/07,2007,12,31,0.36,0.652142167,0.76,0.88,0.94,1.08,1.02
1/1/08,2008,1,1,0.37,0.644213974,1.02,0.87,0.95,1.10,1.02
1/2/08,2008,1,2,0.63,1.045163631,1.52,1.49,1.60,1.29,1.02
1/3/08,2008,1,3,0.44,0.684406877,1.02,1.05,1.12,1.37,0.25
1/4/08,2008,1,4,0.98,1.440998793,2.29,2.36,2.42,1.66,0.76
1/5/08,2008,1,5,0.85,1.282645702,2.03,2.05,2.21,1.59,1.27
1/6/08,2008,1,6,0.38,0.406632811,0.76,0.63,0.71,1.46,0.51
1/7/08,2008,1,7,0.25,0.375975728,0.76,0.6,0.68,0.99,0.76
1/8/08,2008,1,8,0.12,0.194358617,0.25,0.29,0.35,0.80,0.25
1/9/08,2008,1,9,0.18,0.386098206,0.51,0.44,0.54,1.05,0.51
1/10/08,2008,1,10,0.3,0.61709094,0.76,0.73,0.83,0.90,0.25
1/11/08,2008,1,11,0.25,0.526496768,0.76,0.61,0.73,1.33,0.25
1/12/08,2008,1,12,0.18,0.399501383,0.51,0.44,0.57,0.92,0.51
1/13/08,2008,1,13,0.1,0.245988056,0.25,0.26,0.36,0.89,0.25
1/14/08,2008,1,14,0.09,0.225871474,0.25,0.23,0.33,0.84,0.51
1/15/08,2008,1,15,0.82,1.443897367,2.03,2.05,2.11,1.22,1.78
1/16/08,2008,1,16,0.14,0.280675352,0.51,0.35,0.43,0.96,0.76
1/17/08,2008,1,17,0.21,0.406001508,0.51,0.53,0.63,1.05,0.51
1/18/08,2008,1,18,0.13,0.278950632,0.25,0.32,0.45,1.15,0.51
1/19/08,2008,1,19,0.19,0.380937517,0.51,0.49,0.62,0.99,0.25
1/20/08,2008,1,20,0.11,0.220058024,0.25,0.28,0.37,0.80,0.00
1/21/08,2008,1,21,0.45,0.718066692,1.27,1.17,1.21,0.66,1.27
1/22/08,2008,1,22,0.26,0.398014128,0.76,0.67,0.70,0.67,1.02
1/23/08,2008,1,23,0.28,0.452782154,0.76,0.75,0.79,0.69,0.76
1/24/08,2008,1,24,0.54,0.812064111,1.52,1.4,1.43,0.95,1.02
1/25/08,2008,1,25,0.28,0.454472631,0.76,0.76,0.83,1.00,0.25
1/26/08,2008,1,26,0.48,0.742696524,1.27,1.25,1.39,1.18,0.51
1/27/08,2008,1,27,0.52,0.73216486,1.27,1.37,1.45,1.46,0.51
